title,text,label
Rally in KL to go ahead on May 24 with police presence,"KUALA LUMPUR: A planned rally in the city centre will proceed on Saturday (May 24) with a police presence.

Dang Wangi OCPD Asst Comm Sulizmie Affendy Sulaiman said in a statement that police personnel will be deployed at the rally site.

""We have been informed and have (allocated) manpower for duties on the ground. Around 80 personnel will be stationed around the location for the duration of the rally.

""The organiser has stated that the rally will proceed and that police will facilitate it with 'appropriate control',"" he said on Friday (May 23).

ALSO READ: Police received information of intention to organise gathering in KL on May 24

It was reported earlier that Himpunan Melayu Berdaulat, organised by a group of NGOs, will be held in front of the Sogo Shopping Centre, and that police were informed of the organisers' intention.",REAL
,The Penang Bridge can emit harmful sonic waves during rush hour.,FAKE
,Eating spicy food during full moons causes hallucinations.,FAKE
"Heavy rainfall, thunderstorms expected in 11 states till 6pm","KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a warning of thunderstorms, heavy rain and strong winds in 11 states till 6pm on Sunday (May 25).

MetMalaysia said the forecast includes Perlis and Kuala Lumpur, Hulu Selangor and Hulu Langat in Selangor, Negeri Sembilan (Jelebu and Jempol) and Johor (Tangkak, Segamat, Muar, Mersing, Kota Tinggi and Johor Bahru).

Hulu Perak, Kuala Kangsar, Kinta, Perak Tengah, Kampar, Hilir Perak, Batang Padang and Muallim in Perak are affected, along with Kedah (Langkawi, Kubang Pasu, Kota Setar, Pokok Sena, Padang Terap, Yan, Pendang, Kuala Muda, Sik and Baling) and Cameron Highlands, Lipis, Raub, Bentong and Rompin in Pahang.

Kelantan (Jeli, Tanah Merah, Bachok, Machang, Pasir Puteh, Kuala Krai and Gua Musang) and Terengganu (Besut, Setiu, Kuala Nerus, Hulu Terengganu, Dungun and Kemaman) are also affected.

In Sabah, the affected areas include the Interior (Nabawan), West Coast (Ranau and Kota Belud), Tawau, Sandakan (Kinabatangan) and Kudat (Pitas). – Bernama",REAL
Thick smoke and explosions reported as Johor Baru factory burns (VIDEO),"KUALA LUMPUR, June 21 — An oil storage facility caught fire at Taman Megah Ria in Johor Baru earlier today.

The blaze, which broke out around 12.30pm, sent thick black smoke soaring over 100 metres into the air, intensified by hot weather and strong winds.

About 60 per cent of the premises was destroyed in fire, but no casualties reported, according to the Johor Fire and Rescue Department (Bomba).

Residents in the vicinity were ordered to evacuate their homes as a safety precaution and electricity supply in the affected area was cut off to prevent any untoward incidents.

According to Berita Harian, several small explosions occurred around 2pm, with oil drums seen flying through the air due to the blasts.

Bomba is actively working to bring the fire under control.",REAL
,"Civil servant salaries will be increased by RM1,000 starting July 2025.",FAKE
"Malaysians living longer but not healthier, says PM",,REAL
"Retired factory worker loses RM733,300 to online investment scam","GEORGE TOWN: A retired factory worker recently lost RM733,300 after falling victim to an online investment scam syndicate.

Penang police chief Datuk Hamzah Ahmad said the Commercial Crime Investigation Division of the Barat Daya district police headquarters received a report from the 66-year-old victim on June 18.

He said the victim claimed to have received a text message in early March from a woman who introduced herself as a representative of a reputable investment company.

""He was promised a return of between 10 and 15% on each investment, within just 20 minutes,"" he said in a statement on Saturday (June 21).

""Interested in the offer, the victim was instructed to download an application to register as a member and begin investing.

Hamzah said the victim made 25 transactions into three different bank accounts between March 7 and April 24, but realised he had been cheated when he was asked to make an additional payment to withdraw his supposed investment profits.

He added that further investigations are ongoing, and the case is being investigated under Section 420 of the Penal Code for cheating. – Bernama",REAL
Actress-singer Fazura prefers to leave legal issues to lawyers; prefers to concentrate on new single composed by Indonesian ace Ade Govinda,"KUALA LUMPUR: Nearly two months have passed since allegations emerged that the company owned by popular actress and entrepreneur Nur Fazura Sharifuddin failed to settle a RM4.65 million debt owed to a headscarf manufacturing factory.

Despite being repeatedly pressed by the claimant as well as by netizens on social media to address the issue, the celebrity has remained silent, going about her daily life, including promoting her headscarves on social media.

And on Saturday, she notched up a big step in her career after launching the music video of her latest single ‘Luar Biasa’ which is composed by ace Indonesian producer Ade Govinda.

Speaking to reporters at a press conference after launching the music video Fazura, 41, said the lawsuit against her company is a confidential matter and has been handed over to her lawyers for further action.

Fazura, who is also a singer and television host, said she preferred not to comment further as it involves two separate entities.

""Honestly, there’s nothing I can explain because we have to understand that I, Fazura, and the company are two different entities.

Popular actress-singer Fazura (Nur Fazura Sharifuddin) with top Indonesian composer-singer Ade Govinda during the launching of her music video for her single -- Luar Biasa -- at Aurum @ The Exchange TRX. - Photo: Bernama

""I can't comment on company matters as that is beyond my scope as an individual. The company is the company, and Fazura is me personally, that’s the distinction.

""So really, I can’t say much about the company or whatever is going on. I’ve left all my company-related matters to my lawyers to take action,"" she said.

Fazura made these remarks when asked by reporters to comment on the RM4.65 million lawsuit filed by a headscarf supplier against her company Pink Fate Sdn Bhd.

Admitting that she is affected by the controversy, the ‘Pisau Cukur’ star actress said such issues are among the challenges any entrepreneur must face.

""What haven’t I gone through in the past eight months? Of course, I’ve been affected. I’m not someone without feelings but as an entrepreneur, I understand this is normal. I don’t think it’s necessary to explain, because outsiders may not understand and could twist the facts,"" she said.

""I know the business I’m running isn’t a small one and I’m confident all entrepreneurs out there will understand the challenges that come with being in the business world,"" she added.

According to media reports early last month, headscarf manufacturer Obor Holding Sdn Bhd is taking legal action against Pink Fate for allegedly owing the company RM4.65 million. Obor Holding claimed that Pink Fate had only paid RM2.68 million out of the total RM7.3 million value of headscarves supplied since June 2022. - Bernama",REAL
,All escalators in shopping malls are designed to make you shorter over time.,FAKE
,Touch 'n Go users can claim RM100 eMadani aid using a new government link.,FAKE
Actress-singer Fazura prefers to leave legal issues to lawyers; prefers to concentrate on new single composed by Indonesian ace Ade Govinda,"KUALA LUMPUR: Nearly two months have passed since allegations emerged that the company owned by popular actress and entrepreneur Nur Fazura Sharifuddin failed to settle a RM4.65 million debt owed to a headscarf manufacturing factory.

Despite being repeatedly pressed by the claimant as well as by netizens on social media to address the issue, the celebrity has remained silent, going about her daily life, including promoting her headscarves on social media.

And on Saturday, she notched up a big step in her career after launching the music video of her latest single ‘Luar Biasa’ which is composed by ace Indonesian producer Ade Govinda.

Speaking to reporters at a press conference after launching the music video Fazura, 41, said the lawsuit against her company is a confidential matter and has been handed over to her lawyers for further action.

Fazura, who is also a singer and television host, said she preferred not to comment further as it involves two separate entities.

""Honestly, there’s nothing I can explain because we have to understand that I, Fazura, and the company are two different entities.

Popular actress-singer Fazura (Nur Fazura Sharifuddin) with top Indonesian composer-singer Ade Govinda during the launching of her music video for her single -- Luar Biasa -- at Aurum @ The Exchange TRX. - Photo: Bernama

""I can't comment on company matters as that is beyond my scope as an individual. The company is the company, and Fazura is me personally, that’s the distinction.

""So really, I can’t say much about the company or whatever is going on. I’ve left all my company-related matters to my lawyers to take action,"" she said.

Fazura made these remarks when asked by reporters to comment on the RM4.65 million lawsuit filed by a headscarf supplier against her company Pink Fate Sdn Bhd.

Admitting that she is affected by the controversy, the ‘Pisau Cukur’ star actress said such issues are among the challenges any entrepreneur must face.

""What haven’t I gone through in the past eight months? Of course, I’ve been affected. I’m not someone without feelings but as an entrepreneur, I understand this is normal. I don’t think it’s necessary to explain, because outsiders may not understand and could twist the facts,"" she said.

""I know the business I’m running isn’t a small one and I’m confident all entrepreneurs out there will understand the challenges that come with being in the business world,"" she added.

According to media reports early last month, headscarf manufacturer Obor Holding Sdn Bhd is taking legal action against Pink Fate for allegedly owing the company RM4.65 million. Obor Holding claimed that Pink Fate had only paid RM2.68 million out of the total RM7.3 million value of headscarves supplied since June 2022. - Bernama",REAL
,Watching horror movies alone can attract real ghosts.,FAKE
KLIA Aerotrain set to resume service on July 1,"SEPANG: The much-awaited Kuala Lumpur International Airport (KLIA) Aerotrain is set to return to service as early as July 1, says Transport Minister Anthony Loke.

“It stopped operations several years ago, but today I am happy to announce that the project is completed with various trials conducted. It will undergo several more tests soon, including the Emergency Response Plan test, together with the authorities.

“If everything goes well, it will begin operations at 10am on July 1,” Loke said at a press conference at KLIA on Saturday (June 21).

Loke mentioned that the Aerotrain project will enhance KLIA’s service and image.

He also said the current shuttle bus system will operate concurrently to facilitate better passenger movement.

ALSO READ: Loke hints KLIA aerotrain to be back in service soon

“These are among the mitigation measures to ensure all passenger movement at KLIA runs smoothly,” he said.

Loke said that there are currently three Aerotrain sets, with two sets to run concurrently while one remains on standby.

During off-peak hours, however, only one train will operate to allow for maintenance work.

Off-peak hours are between 12am and 5am.

Each train has three carriages and can carry a total of 270 passengers at one time.",REAL
,Touching cash notes too often weakens your immune system.,FAKE
QuickCheck: Does eating durian increase your cholesterol levels?,"LOVE it or hate it (though most Malaysians love it!) durians are a fact of life in our part of the world. Being such an integral part of the local culture, no visit from a foreign relative or friend is complete without dragging your hapless relation to a durian store to see where on the ""acquired taste"" spectrum they fall on.

Once considered a seasonal fruit, nowadays the mighty durian is available all year around though some have wondered if this was actually a good thing.

Some have even said that consuming too much of this odiferous fruit might lead you to folly. They've even gone as far to say that durians, among other things, can cause your cholesterol levels to spike so should be consumed infrequently.

Is it true that durians are high in cholesterol?

Verdict:

FALSE

Thankfully, durians do not cause your cholesterol levels to spike.

Furthermore, some studies suggest that durians actually have significant cholesterol fighting properties.

Which makes sense as the fruit is reasonably high in heart-healthy monounsaturated fats which help lower your bad LDL cholesterol levels.

One study in 2019 by researchers from Universiti Sultan Zainal Abidin also found that Malaysian, Thai, and Indonesian durian varieties showed that durian possessed numerous good effects.

Study concluded that it's anti-hyperglycaemic meaning it lowers your blood sugar level. It's also anti-atherosclerotic (stops the thickening of your arteries) and has probiotic effects.

The study even suggested that durian was anti-proliferative, meaning that it could slow down the growth of malignant cells.

Aside from the 'super-food' sounding attributes, it is also high in various vitamins and minerals.

Aside from the cholesterol myth, another popular one is that eating durian and drinking beer at the same time may kill you.

There is no scientific evidence to show that this is a lethal combination nor has there been any recorded cases so this too, is just a myth.

What might be going on is that the combination might cause bloating and indigestion as your liver has to work extra hard to metabolise both the fats and sugars from the combination.

Another myth is that durian is a 'heaty' fruit. This might sound controversial, but heaty-ness is not an accepted medical condition known to modern to modern medicine so to each their own.

If anything, durians are a little bit too nutritious as they're also high in sugars and other carbohydrates. This seems at odds with its anti-hyperglycaemic qualities but there most likely is some mechanism involved that requires more study. Nevertheless, it is something to consider if sugar is a concern for you.

In conclusion, as with anything good in life, feel free to indulge but please do so in moderation. Also, if you happen to have any medical conditions please talk to your doctor first before making any decision that will impact your diet.

References:

1. https://www.ncbi.nlm.nih.gov/ pmc/articles/PMC6463093/

2. https://www.nnc.gov.ph/ regional-offices/mindanao/ region-ix-zamboanga-peninsula/ 5966-durian-is-loaded-with- cholesterol-a-fact-or-a-myth

3. https://www.healthxchange.sg/ food-nutrition/food-tips/ durian-myths-facts",REAL
,New visa restrictions have been imposed on Malaysian citizens traveling abroad.,FAKE
Schoolkids do Malaysia proud,"LANGKAWI: About 30 children in vibrant traditional outfits charmed the audience during the grand finale of the Asean Ministers of Education and Higher Education Roundtables (#EduRoundtables2025) gala dinner.

Aged between seven and 13, the pupils from SK Temonyong made a grand entrance during the final performance by artiste Aisya Retno, marking the close of the three-day event on Thursday.

Waving the Asean flag featuring 10 stalks of padi bound together to represent the unity and solidarity of the member states, the children embodied the spirit of regional harmony.

Dressed in costumes reflecting Malaysia’s rich cultural heritage, they brought warmth, colour and a sense of unity to the prestigious gathering.

Among the performers was Muhammad Haziq Zuhair Mohd Hafriz, nine, who proudly showcased Malaysian identity to the international delegates.

He eagerly accepted the opportunity when invited by his teacher.

Arash Fatihi Muhammad Afifi, 13, said they only had two days to practise before the event.

“We’re proud we pulled it off,” he said.

As the eldest sibling, he was happy to make his school and Langkawi proud.

He hoped more pupils would be given similar opportunities, as such events build confidence and create lasting memories.

Fathiah Damia Fairuz Akmal, 10, described her participation in the event as a proud moment.

“I was nervous at first, but also excited,” she said, adding that her parents were very supportive and encouraged her to join similar events in the future.

Earlier, Higher Education Minister Datuk Seri Dr Zambry Abd Kadir, who hosted the event, said the gala dinner was a tribute to the unity and shared purpose that bound Asean member states together as one family.

“Tonight’s gala dinner stands as a meaningful expression of our collective commitment to the noble cause of Our Asean Shared Future: 2045,” he said in his speech.

“In an era of rapid change and growing complexity, our solidarity is our greatest strength.

“Together, we have shown that when education becomes the bridge between our aspirations and actions, the future becomes not only possible, but also promising.”

Zambry also expressed his deepest appreciation to all education ministers and senior officials for their invaluable contributions throughout the meeting.

He said their presence and active participation had reflected the region’s strong resolve to build a more inclusive, resilient and forward-looking Asean through education.

Also present was Education Minister Fadhlina Sidek, who together with Zambry, launched the Asean Global Exchange for Mobility & Scholarship (Asean GEMS), a platform that serves as a one-stop hub for information on scholarships and mobility programmes available across the Asean region.

Guests at the dinner were treated to an array of Malaysian delicacies, including beef rendang and ayam percik.

Adding to the entertainment were performances by renowned local artistes, including Aisya Retno and Dayang Nurfaizah.",REAL
,A tax notice signed by the JKDM Director General is being issued to defaulters via email.,FAKE
,Bluetooth headphones can fry your brain with microwaves.,FAKE
,JPN is issuing interview receipts as proof of identity verification.,FAKE
"Trade, nuclear energy, tech deals: DPM Fadillah heads to Uzbekistan, Russia to deepen bilateral ties","KUALA LUMPUR, June 19 — Deputy Prime Minister Datuk Seri Fadillah Yusof will embark on an official visit to Uzbekistan and Russia from June 20 to 28 to strengthen bilateral economic relations and explore cooperation in energy and high technology.

This will be his first official visit to both countries as deputy prime minister and includes meetings with senior government leaders, bilateral talks, and site visits to strategic facilities such as energy infrastructure and innovation hubs.

In Uzbekistan, the visit aims to build on ties renewed during President Shavkat Mirziyoyev’s visit to Malaysia earlier this year.

In the capital Tashkent, Fadillah — who is also Minister of Energy Transition and Water Transformation — is expected to pay a courtesy call on President Mirziyoyev and hold a bilateral meeting with Energy Minister Jurabek Mirzamahmudov to enhance energy cooperation.

According to the ministry’s itinerary, Fadillah will also deliver the keynote address at the Malaysia-Uzbekistan Business Forum 2025, aimed at linking businesses from both countries.

Malaysia-Uzbekistan trade reached RM369.8 million (US$80.9 million) in 2024, with Malaysia enjoying a surplus of RM360.3 million (US$78.9 million), according to news reports.

Malaysia’s main exports to Uzbekistan include palm oil, palm-based oleochemicals, processed food, coffee, margarine, shortening and coconut oil, while key imports are fertilisers, fruits and textiles.

Fadillah’s visit to Russia begins on June 24, where he will meet Russian Deputy Prime Minister Alexander Novak.

A key highlight will be the exchange of a non-disclosure agreement between MyPower Corp and Russia’s state nuclear agency Rosatom, as Malaysia continues assessing nuclear energy as part of its net-zero emissions goal by 2050.

Fadillah is also expected to visit Rosatom’s nuclear facilities in St Petersburg.

The visit comes on the heels of Prime Minister Datuk Seri Anwar Ibrahim’s state visit to Russia in May, during which President Vladimir Putin pledged joint ventures in natural gas and peaceful nuclear energy, including expanding Petronas’s operations in the country.

Malaysia and Russia established diplomatic ties in 1967.

In 2024, Russia was Malaysia’s ninth-largest trading partner in Europe, with trade totalling RM11.46 billion (US$2.48 billion). Major Malaysian exports to Russia included electrical and electronic products, machinery and parts, and processed food. — Bernama",REAL
,There is a large hidden cave beneath the Kuala Lumpur city center.,FAKE
,House arrest orders now come with an official government addendum form.,FAKE
,Touching a pregnant woman’s belly without permission causes bad luck.,FAKE
,All ATM machines record your facial expressions for government profiling.,FAKE
"Two Sabah assemblymen, one civilian to be charged in mining graft case this month, says MACC chief","KOTA KINABALU, June 18 — The Malaysian Anti-Corruption Commission (MACC) will charge two Sabah assemblymen and a civilian in court this month over a corruption scandal involving mining licenses in the state, according to Sinar Harian.

MACC chief Tan Sri Azam Baki told reporters that the individuals are in the process of being arrested and notified about their court dates.

“There are two suspects who are state assemblymen and one civilian. We are in the process of arresting them and informing them of their court dates,” Azam was quoted as saying by Sinar Harian.

“I cannot reveal the exact date yet, but I can confirm they will be charged in court this month,” he was quoted as saying.

The impending charges are believed to be linked to a high-profile graft scandal exposed last year involving Sabah assemblymen, Sinar Harian reported.

Azam also said that the MACC is working with the state’s Corruption Court to finalise the prosecution date, with suspects currently being called in for interviews.

Addressing questions about a video allegedly implicating the assemblymen, Azam clarified that the investigation is not solely dependent on the video evidence.

“Such cases are complex, and we do not rely solely on video evidence. Other evidence and witness statements are critical to the investigation. Whether the video is authentic or not, it will be evaluated alongside other evidence,” he said, according to Sinar Harian.

The MACC chief added that the agency has submitted the findings to prosecutors for further action.

The corruption scandal, which centres on Sabah’s mineral mining licenses, made headlines last year and is now set to result in criminal charges against the three individuals involved.

Azam stressed that further details will be revealed once the legal process is complete.",REAL
,Sleeping with your head pointing north drains your body’s magnetic energy.,FAKE
"AI, blockchain tech can either fight corruption or fuel it, says MACC chief","KOTA KINABALU, June 18 — Digital innovations such as artificial intelligence (AI) and blockchain technology in work processes, taxation, e-commerce, and ESG (environmental, social and governance) reporting hold significant potential to enhance audit quality and facilitate greater compliance.

Malaysian Anti-Corruption Commission (MACC) chief commissioner Tan Sri Azam Baki said that while advanced technologies bring numerous benefits, they also present new opportunities for corruption, fraud, and abuse of trust if not properly governed.

“From a governance standpoint, even the most robust systems can be manipulated if those managing them lack integrity and accountability,” he said.

He said this when officiating the International Conference on Technology, Management and Sustainability (ICTMS 2025), organised by the Accounting Research Institute (ARI), Universiti Teknologi MARA (UiTM), here today.

Speaking to reporters later, Azam said the MACC is actively developing a new system aimed at enhancing the efficiency and impact of anti-corruption enforcement efforts.

According to him, the adoption of modern technology has significantly accelerated the Malaysian Anti-Corruption Commission’s (MACC) investigation and intelligence processes, with most cases now being resolved within three to six months, compared to previous years.

Meanwhile, Azam said the MACC is also in discussions with the Attorney-General’s Chambers to implement a Deferred Prosecution Agreement (DPA), an initiative focused on the recovery of large sums of money to be returned to the country.

“This new approach will involve setting policy for cases that emphasise not just prosecution, but also the recovery of funds, particularly in high-profile cases,” he said. — Bernama",REAL
MetMalaysia issues thunderstorm and strong wind warning for seven states and Labuan until 5pm today,"KUALA LUMPUR, June 21 — The Malaysian Meteorological Department (MetMalaysia) has issued a warning of thunderstorms, heavy rain, and strong winds in seven states and the Federal Territory of Labuan, expected to last until 5 pm today.

MetMalaysia, in a statement, said the warning covers the entire states of Perlis, Kedah, and Penang, as well as parts of Perak (Larut, Matang, and Selama).

A similar weather warning was issued for Johor, specifically the Kota Tinggi area; Sarawak, covering Subis, Miri, Marudi, and Limbang; and several areas in Sabah, including the Interior (Sipitang, Kuala Penyu, and Beaufort), the west coast (Papar, Putatan, Penampang, Kota Kinabalu, Tuaran, and Kota Belud), and Kudat (Kota Marudu and Kudat), as well as the Federal Territory of Labuan. — Bernama



",REAL
,5G towers cause COVID-19.,FAKE
"After deadly bus crash, Perak MB urges federal support for East-West Highway and Gerik Hospital upgrades in 13MP","IPOH, June 21 — Perak Menteri Besar Datuk Seri Saarani Mohamad has expressed hope that the proposal to upgrade the East-West Highway (JRTB) linking Gerik and Jeli will be included in the 13th Malaysia Plan (13MP).

Saarani said the state government had conveyed its intention to Prime Minister Datuk Seri Anwar Ibrahim during his visit to Lumut last week.

“What’s most important is to reassess the alignment and widening of the JRTB. The upgrade involves more than just resurfacing; it requires a full reconstruction, as the existing structure is so old that some of the damage has exposed the road base.

“This highway has been in use for over 40 years, and simply patching up damaged sections may no longer be sufficient. However, the state government fully understands that constructing a new alignment or rebuilding the JRTB would require substantial funding,” he said at a press conference after officiating the closing ceremony of the 2025 National Training Week at the Ipoh Convention Centre here today.

Saarani said the state government has also instructed the State Infrastructure, Energy, Water and Public Transport chairman, Datuk Seri Mohammad Nizar Jamaluddin, and Human Resources, Health, Indian Community Affairs and National Integration chairman A. Sivanesan, to prepare a report and study on upgrading the JRTB and Gerik Hospital.

“Mohammad Nizar will obtain information and data from the Works Ministry regarding the upgrade of the JRTB, while Sivanesan is working on applying to the Health Ministry for the upgrading of Gerik Hospital, as there is an urgent need in the event of accidents. Typically, victims are taken to Hospital Taiping or the Raja Permaisuri Bainun Hospital.

“If upgraded, it would be sufficient for patients or victims to be treated at Gerik Hospital, provided it is equipped with the necessary facilities and expertise. Once the study is completed, we will submit a letter to the relevant ministry,” he added.

In the early hours of June 9, a tragic accident along the JRTB near Tasik Banding, Gerik, claimed the lives of 15 Universiti Perguruan Sultan Idris (UPSI) students when the chartered bus transporting them from Jertih, Terengganu, to the main campus in Tanjong Malim, Perak, was involved in a crash.

The crash also left 33 others injured, including the bus driver and his assistant, as well as the driver and three passengers of a multi-purpose vehicle. — Bernama",REAL
,Wang Ihsan aid is being distributed nationwide this week.,FAKE
Perak seeks comprehensive upgrade of East-West Highway,"IPOH: The Perak state government aims to include a comprehensive upgrade of the East-West Highway in the upcoming 13th Malaysia Plan, says Datuk Seri Saarani Mohamad.

The Perak Mentri Besar said that the proposal is essential and discussions with the Public Works Department are underway, as the state believes patching the 40-year-old highway is no longer sufficient.

“The federal government, through JKR, should reassess the highway’s alignment and consider a full reconstruction, not just resurfacing.

“This is because the highway structure is outdated and parts of the damage even expose the base layer, and simple patch jobs will likely no longer suffice.

“We understand it requires a substantial allocation, and when I was with the Prime Minister at a recent event in Lumut, I took the opportunity to raise this matter and conveyed our concerns about the highway,” he told reporters after closing the National Training Week (NTW) 2025 on Saturday (June 21).

Saarani mentioned that the Prime Minister noted the high cost involved.

“But at the very least, the state government has registered our official stance. We will send an official letter once the state executive councillor obtains accurate data and technical input from JKR, as this is a technical matter,” he said.

Saarani added that the state executive councillor in charge of health is also asked to prepare a formal application to the Health Ministry to upgrade the hospital and medical facilities in Gerik.

He said due to frequent accidents along the highway, Gerik Hospital has become a critical facility and needs adequate specialists and infrastructure.

“This is very important, otherwise, accident victims have to be transported to Taiping or Ipoh.

“If Gerik Hospital is sufficiently upgraded with the necessary facilities and expertise, it would be enough to treat those patients there.

“Sometimes it takes around two hours to travel from Gerik to Ipoh, and the same to Taiping.

“If the injury is severe, immediate treatment in Gerik would be sufficient if it has the proper equipment and specialists,” he said.

Asked if there was any timeframe given to both the state executive councillors, Saarani answered no.

On June 9, 15 Universiti Pendidikan Sultan Idris students were killed after a bus crashed on the highway.",REAL
,Coconut water can reverse aging if drunk at 3:33 AM.,FAKE
,Rainbows are government-created illusions to distract the public.,FAKE
Incoming PKR deputy president Nurul Izzah to focus on party unity and reforms,"JOHOR BARU: Newly elected PKR deputy president Nurul Izzah Anwar (pic) aims to focus on rallying efforts within the party and implementing internal reforms as the party prepares for the 16th general election.

Fresh off her victory in PKR’s central elections, she emphasized her commitment to integrating all efforts within the party.

""Secondly, I want to implement internal reforms and move towards the next general election. I also ask for your prayers as my husband and I will be heading to Mecca to perform the Hajj after the party congress,"" she said when asked about her reaction to winning against incumbent Datuk Seri Rafizi Ramli.

She spoke to reporters at the launch of the PKR National Congress at Persada Johor International Convention Centre on Friday (May 23).

Nurul Izzah secured the deputy president post with 9,803 votes, surpassing Economy Minister Rafizi.

In response to how Rafizi felt about the official results, he stated that the focus should be on Nurul Izzah rather than himself.

The congress will continue at the same venue on Saturday (May 24).",REAL
"Penang to continue vape industry talks before deciding on possible ban, says state exco","BUTTERWORTH, June 21 — The Penang government will continue holding engagement sessions with stakeholders on the vape industry before considering implementing a ban on it in the state.

State Youth, Sports and Health Committee chairman Daniel Gooi Zi Sen said the engagement sessions aim to gather views and suggestions from all parties on the matter.

“Last Thursday, I met with representatives from the Vape Entrepreneurs Group Association, and we listened to the various issues they raised concerning the industry, particularly regarding Act 852 – the Control of Smoking Products for Public Health Act 2024.

“They also expressed concerns about the impact of the act’s implementation on the industry, and based on the feedback received, Act 852 can be considered one of the strictest regulatory frameworks in the country compared to other industries,” he told reporters after attending an Engagement Programme with the National Anti-Drug Agency (AADK) and Persatuan Mencegah Dadah Malaysia (Pemadam), here today.

Gooi said the state government is also prepared to consider a ban on vape sales if the enforcement of Act 852, which takes effect on Oct 1, does not yield the desired positive outcomes.

He said that a regulatory mechanism for the supply of electronic cigarettes has been introduced through the act, and the strategy to reduce its usage in Penang must be implemented in a comprehensive and planned manner.

Previously, Health Minister Datuk Seri Dr Dzulkefly Ahmad stated that state governments have the legal space to implement a ban on the sale of vape products in their respective states. — Bernama",REAL
,Vaccines are used to implant false memories.,FAKE
"KLIA Aerotrain to resume service for travellers on July 1, Transport Ministry announces","SEPANG, June 21 — The new Aerotrain service at the Kuala Lumpur International Airport (KLIA) will officially begin operations come July 1.

Confirming service resumption next month, Transport Minister Anthony Loke said he is hopeful the latest development would allow a greater comfort for travelling passengers transiting between the main terminal and the satellite building.

“I am happy to announce that we are entering the final phase of testings in the coming days.

“If all goes smoothly, we have decided to reopen the train service at 10am on July 1,” he told a press conference after attending a trial-run at the KLIA Terminal 1 building here.

At present, Loke said the final phase of testing involved live simulations of the Emergency Response Plan (ERP) and relevant personnels.

He also said the existing feeder bus system will remain operational as a support for the time being to the Aerotrain system until it reaches optimal level.

“If and when everything is operating optimally, the management (Malaysia Airports Holdings Berhad) will determine whether to discontinue or retain the service,” he said.

He added that safety is always top priority, and that all trials were being monitored by the Land Public Transport Agency (Apad), later acknowledging the delays in service resumption.

“Safety is very important. That is why we took time to carry out various tests. These tests are of course monitored by Apad.

Transport Minister Anthony Loke (left) during a KLIA Aerotrain trial run at the KLIA Terminal 1 in Sepang on June 21, 2025. — Picture by Yusof Mat Isa

Describing the service resumption as timely, Loke said Malaysia is set to host several Asean meetings later this year and welcome more international visitors in conjunction with Visit Malaysia Year 2026.

“KLIA, of course, is our major gateway in Malaysia, and we are looking forward to the resumption of the aerotrain to make the entire process at KLIA even smoother.

“This year is important because we are the chair of Asean, and by 2026, it is a major year for Malaysia’s tourism because we are hosting Visit Malaysia Year so the resumption of the aerotrain is a very important part of that preparation,” he said.

With a transit time of under two minutes, each aerotrain set comes in three coaches with a passenger capacity of 90 each — bringing the total number of each set to 270.

During peak hours, two coaches will be in operation; while only one will be in operation during off-peak hours from 12am to 5am.

The Aerotrain, a key component of KLIA’s internal transport system since 1998, was suspended in March 2023 following a breakdown.

The new Aerotrain system is expected to improve the passenger experience, reduce operational disruptions, and support the anticipated increase in air passenger traffic in the coming years.",REAL
Suspect in Puchong attack detained with accomplices,"SUBANG: The man suspected of attacking his ex-wife's boyfriend in Puchong has been detained along with his two accomplices.

Subang Jaya deputy OCPD Supt Mohd Fairus Jaafar said the three suspects were nabbed at USJ9, Subang Jaya, at about 3pm on Sunday (May 25).

""All three of them had prior criminal records. They will be remanded on Monday (May 26),"" he said when contacted on Sunday.

The police have already recorded the statements of three individuals, he added.

It was reported that the 47-year-old victim was seriously injured after allegedly being attacked by his girlfriend's ex-husband and two accomplices in Puchong.

Supt Mohd Fairus said the incident occurred at about 2.15am on Saturday (May 24) at an apartment in Taman Puchong Intan.

""We received a call from a woman who reported an attack on her boyfriend at her residence. Initial investigations indicate that the victim and the woman are living together.

""The ex-husband and two other men, in their 30s and 40s, came to the house before assaulting the victim using a knife and an iron rod,"" he said.

The victim suffered various injuries to his head and body, he stated.

""He was rushed to a nearby hospital and is reported to be in stable condition. We believe the motive behind the attack was jealousy and unresolved domestic issues between the woman and her former spouse,"" he added.

Supt Mohd Fairus said the case is being investigated under Section 326 of the Penal Code for voluntarily causing grievous hurt with dangerous weapons, which carries a penalty of up to 20 years imprisonment, a fine, or whipping upon conviction.

""We urge those with information on the case to contact Subang Jaya police at 03-7862 7222 or Insp G. Dinesh at 011-3309 4457.""",REAL
,Putting onions in your socks cures flu overnight.,FAKE
Serdang Hospital gives PM Anwar clean bill of health after annual check-up,"KUALA LUMPUR, June 21 — An annual medical check-up shows that Prime Minister Datuk Seri Anwar Ibrahim is in very good health, said Sultan Idris Shah Hospital director Dr Farique Rizal Abdul Hamid.

He said the Prime Minister underwent his annual check-up at the hospital in Serdang today.

“Alhamdulillah, the results show that the Prime Minister is in very good health and is able to carry out his official duties as usual,” he said in a statement.

Dr Farique Rizal said the health check-up was part of the Prime Minister’s commitment to staying fit and ready to lead the country’s administration and to carry out his responsibilities to the people with full dedication. — Bernama",REAL
